BHK,project,Location,City,Total sqft,price_sqft,price in Lakh
3,NA,Panvel,Mumbai,1355,9594,130
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
2,Sunrise Kasturi GardenBhayandar West,Bhayandar West,Mumbai,960,11979,115
2,KP KrishnaGoregaon East,Goregaon East,Mumbai,666,29012,1.93
1,Jindal AvenuePanvel,Panvel,Mumbai,261,17499,45.49
2,Swaraj Homes Umiya KiranKamothe,Kamothe,Mumbai,1093,7136,78
1,NA,Thane West,Mumbai,600,12833,77
1,NA,Powai,Mumbai,355,21126,75
1,Shivam Prathamesh TowersThane West,Thane West,Mumbai,600,9166,55
1,NA,Boisar,Mumbai,650,3153,20.5
2,Reputed Builder Flight ViewSantacruz East,Santacruz East,Mumbai,854,18149,155
1,NA,Dombivali East,Mumbai,550,6363,35
2,NA,Kalyan West,Mumbai,830,6626,55
2,Godrej HillKalyan West,Kalyan West,Mumbai,830,6821,56.61
2,NA,Kalwa,Mumbai,575,11478,66
1,NA,Dharamveer Nagar,Mumbai,380,13157,50
2,NA,Nerul,Mumbai,1098,14116,155
1,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,294,7670,22.54
2,Neelkanth Valley IIKhopoli,Khopoli,Mumbai,436,7701,33.49
1,NA,Kalwa,Mumbai,450,7333,33
2,Shree Tirupati Avenue 14Dadar East,Dadar East,Mumbai,950,35789,340
4,Reputed Builder Jawaharban CHSAndheri West,Andheri West,Mumbai,3000,15000,450
1,Rashmi Swastik NagarBhayandar East,Bhayandar East,Mumbai,500,8400,42
1,NA,Diva Gaon,Mumbai,590,6101,36
4,Runwal Forest Tower 5 To 8Kanjurmarg,Kanjurmarg,Mumbai,1100,16818,185
1,NA,Parel,Mumbai,250,39200,98
1,NA,Chembur,Mumbai,500,21000,105
1,Devnani CVIIChembur,Chembur,Mumbai,410,26829,110
1,Reputed Builder Shiv Darshan CHSSanpada,Sanpada,Mumbai,655,5801,38
1,NA,Ulwe,Mumbai,505,6237,31.5
1,NA,Karanjade,Mumbai,651,5837,38
1,NA,Vasai West,Mumbai,554,7761,43
1,NA,Khopoli,Mumbai,615,3414,21
2,Reputed Builder Satellite Classic CHSJogeshwari East,Jogeshwari East,Mumbai,650,29538,192
2,Reputed Builder kailash HeightsKamothe,Kamothe,Mumbai,1150,7652,88
2,NA,Kalyan West,Mumbai,1100,5454,60
2,Sanghvi InfeniaSantacruz East,Santacruz East,Mumbai,602,31142,187
2,Sanghvi InfeniaSantacruz East,Santacruz East,Mumbai,579,31141,179
1,Reputed Builder Shree Krishna DarshanKalwa,Kalwa,Mumbai,575,10782,62
1,Eeshan White RoseThane West,Thane West,Mumbai,550,6545,36
1,Reputed Builder Gaurav Enclave ApartmentMulund West,Mulund West,Mumbai,501,16167,81
1,NA,Girgaon,Mumbai,570,19298,110
2,NA,Sion,Mumbai,811,18249,148
1,NA,Nerul,Mumbai,590,15254,90
2,NA,Kandivali West,Mumbai,650,21538,140
1,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,8071,38.49
1,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,8071,38.49
1,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,9505,36.49
1,Kalyan ViharKalyan West,Kalyan West,Mumbai,477,8071,38.49
1,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,9505,36.49
1,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,9505,36.49
1,Kalyan ViharKalyan West,Kalyan West,Mumbai,384,9505,36.49
0,NA,Belondakhar,Mumbai,1089,367,4
1,NA,Goregaon East,Mumbai,450,21111,95
1,Sethia Green ViewGoregaon West,Goregaon West,Mumbai,600,15833,95
1,Balaji Shiv HeightsDombivali,Dombivali,Mumbai,515,6504,33.5
1,NA,Belapur,Mumbai,700,10714,75
1,SS Balaji KrishnaDombivali,Dombivali,Mumbai,671,6408,43
1,Cidco FAM CHSKoper Khairane,Koper Khairane,Mumbai,338,12869,43.5
2,NA,Mira Road East,Mumbai,800,13750,110
1,NA,Kharghar,Mumbai,600,5000,30
2,NA,Kharghar,Mumbai,1100,6818,75
1,NA,Kharghar,Mumbai,635,3700,23.49
1,Arihant Arihant EnclaveAndheri East,Andheri East,Mumbai,443,29345,129
1,Arihant Arihant EnclaveAndheri East,Andheri East,Mumbai,446,29372,130
1,NA,Bhiwandi,Mumbai,600,4333,26
1,NA,Dombivli (West),Mumbai,525,5714,30
2,Arkade ArtMira Road East,Mira Road East,Mumbai,1230,10975,135
1,Bombay CastleDronagiri,Dronagiri,Mumbai,444,8671,38.5
2,Bombay CastleDronagiri,Dronagiri,Mumbai,561,8823,49.5
2,Bombay CastleDronagiri,Dronagiri,Mumbai,624,8814,55
0,NA,Boisar,Mumbai,3267,550,18
1,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,670,2500,16.75
1,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,500,2500,12.5
1,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,600,2500,15
1,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,650,2500,16.25
2,Shakuntala Shree Puram TownshipUmroli,Umroli,Mumbai,930,2500,23.25
1,NA,Dombivali East,Mumbai,560,3571,19.99
1,Raj Mandir ComplexMira Road East,Mira Road East,Mumbai,400,8000,32
1,Viva VedantaVirar,Virar,Mumbai,460,8543,39.3
1,Viva VedantaVirar,Virar,Mumbai,424,8702,36.9
1,Viva VedantaVirar,Virar,Mumbai,513,8538,43.8
2,Viva VedantaVirar,Virar,Mumbai,566,9005,50.97
1,Parijas ZenithKalyan East,Kalyan East,Mumbai,483,9128,43.99
1,NA,Taloje,Mumbai,640,4400,28.16
1,NA,Ulwe,Mumbai,635,5826,37
0,NA,Karjat,Mumbai,5850,1025,60
0,NA,Ulwe,Mumbai,1000,150,1.5
1,Sai Shrushti VatikaThane West,Thane West,Mumbai,270,7555,20.39
1,NA,Bhiwandi,Mumbai,525,4190,22
1,Qualitas La LuxuriaShahapur,Shahapur,Mumbai,437,5902,25.79
1,Qualitas La LuxuriaShahapur,Shahapur,Mumbai,482,5898,28.43
1,S K Avadh TownshipVasai,Vasai,Mumbai,525,4000,21
1,S K Avadh TownshipVasai,Vasai,Mumbai,405,4197,17
1,Riddhi Siddhi ImperialTaloja,Taloja,Mumbai,375,6533,24.5
2,Riddhi Siddhi ImperialTaloja,Taloja,Mumbai,595,6554,39
1,Royal HeritageVangani,Vangani,Mumbai,470,4255,20
2,Royal HeritageVangani,Vangani,Mumbai,553,4204,23.25
1,Space India GreensDundare,Dundare,Mumbai,485,3908,18.95
1,Space India Prakriti SparshPanvel,Panvel,Mumbai,610,4000,24.4
1,NA,Pale Bk.,Mumbai,535,4953,26.5
1,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,8805,27.56
1,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,8805,27.56
1,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,9060,27
1,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,9060,27
1,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,8805,27.56
1,A M Balaji HeightsRasayani,Rasayani,Mumbai,313,8805,27.56
1,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,9060,27
1,A M Balaji HeightsRasayani,Rasayani,Mumbai,298,9060,27
1,NA,Thakurli,Mumbai,685,7007,48
1,Reputed Builder Samarpan Complex ArpanBhayandar East,Bhayandar East,Mumbai,395,14177,55.99
1,Sai Sastha CrystalBhandup West,Bhandup West,Mumbai,486,12345,60
1,Raja Pooja ApartmentBandra West,Bandra West,Mumbai,530,34905,185
2,Space India AmulyamPanvel,Panvel,Mumbai,850,4094,34.8
0,NA,Uttan,Mumbai,4000,1975,79
2,Lodha Amara Tower 26 27 28 30 34 35Thane West,Thane West,Mumbai,1050,9047,95
1,Rachana Sukh Shanti NiwasKarjat,Karjat,Mumbai,456,4822,21.99
1,Space India Prakriti SparshPanvel,Panvel,Mumbai,600,4166,25
2,Cidco NRI ComplexSeawoods,Seawoods,Mumbai,1250,7120,89
1,Neminath Sahnivas CHSL And Prabhat CHSL Building No 1 And 2Andheri West,Andheri West,Mumbai,800,6875,55
4,NA,Andheri West,Mumbai,2700,92592,2500
1,Padmawati RudranshPalghar,Palghar,Mumbai,475,3684,17.5
1,Sai Deep HeightsDombivali,Dombivali,Mumbai,590,5000,29.5
2,Lodha AquaMira Road East,Mira Road East,Mumbai,1021,10871,111
1,NA,Kharghar,Mumbai,620,3870,23.99
1,NA,Kharghar,Mumbai,640,3906,25
1,Sudarshan Sky HeightsThane West,Thane West,Mumbai,453,16335,74
2,Sudarshan Sky HeightsThane West,Thane West,Mumbai,668,15419,103
2,Sudarshan Sudarshan Lands EndMalad West,Malad West,Mumbai,706,21246,149
2,Sudarshan Sudarshan Lands EndMalad West,Malad West,Mumbai,649,20030,129
1,Shree Yogeshwar Yogeshwar ParkDombivali,Dombivali,Mumbai,600,3500,21
1,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,610,4811,29.35
1,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,655,4793,31.4
1,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,635,4803,30.5
2,Sai Buildcon Lake View HeightsVasai,Vasai,Mumbai,830,4819,40
2,NA,Vikhroli West,Mumbai,460,14130,65
2,NA,Kalyan West,Mumbai,825,5939,49
1,Sarvoday OnyxKalyan West,Kalyan West,Mumbai,685,6569,45
2,Panvelkar ClassicAmbernath East,Ambernath East,Mumbai,900,5555,50
2,Reputed Builder Arihant DarshanKandivali East,Kandivali East,Mumbai,870,16666,145
1,NA,Vasai West,Mumbai,410,6829,28
2,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,4581,24.19
2,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,4581,24.19
1,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,5072,14
1,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,5072,14
2,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,4581,24.19
2,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,528,4581,24.19
1,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,5072,14
1,Sahabhagi Riva RythmKarjat,Karjat,Mumbai,276,5072,14
1,Shree Yogeshwar Yogeshwar ParkDombivali,Dombivali,Mumbai,600,3500,21
1,Reputed Builder Krishnamai CHSDombivali,Dombivali,Mumbai,390,3846,15
1,Om GM Thakur CityPalghar,Palghar,Mumbai,520,3307,17.2
1,Om GM Thakur CityPalghar,Palghar,Mumbai,555,3297,18.3
1,Om GM Thakur CityPalghar,Palghar,Mumbai,360,3388,12.2
2,Om GM Thakur CityPalghar,Palghar,Mumbai,850,3235,27.5
1,Ahuja ClassiqueChembur,Chembur,Mumbai,582,16323,95
1,Reputed Builder Sunder TowerSewri,Sewri,Mumbai,500,26000,130
1,NA,Ghatkopar East,Mumbai,430,18139,78
2,Lodha EternisAndheri East,Andheri East,Mumbai,1200,17500,210
1,Beauty LandmarkBhandup West,Bhandup West,Mumbai,550,14909,82
1,NA,Hendre Pada,Mumbai,650,3230,21
2,Ahuja ClassiqueChembur,Chembur,Mumbai,1150,13913,160
2,Ahuja ClassiqueChembur,Chembur,Mumbai,1100,14545,160
2,NA,Thane West,Mumbai,975,14871,145
2,Rite SkyluxeChembur,Chembur,Mumbai,1050,16952,178
1,Green Sai Elite A And B WingDombivali,Dombivali,Mumbai,575,5300,30.47
1,NA,Dombivali East,Mumbai,485,5300,25.7
2,Umiya OasisMira Road East,Mira Road East,Mumbai,1070,8224,88
2,NA,Malad West,Mumbai,880,16477,145
1,NA,Bhayandar East,Mumbai,428,10514,45
2,NA,Mira Road East,Mumbai,830,11686,97
2,Panvelkar ClassicAmbernath East,Ambernath East,Mumbai,900,6000,54
2,NA,Kanjurmarg East,Mumbai,890,14606,130
1,NA,Neral,Mumbai,860,4244,36.5
1,NA,Dombivali East,Mumbai,450,7111,32
3,Reputed Builder Shreeji SplendorThane West,Thane West,Mumbai,1070,10046,107
1,NA,Belapur,Mumbai,525,5904,31
1,DB OzoneDahisar,Dahisar,Mumbai,585,9572,56
1,NA,Kurla West,Mumbai,220,18181,40
1,Raunak CityKalyan West,Kalyan West,Mumbai,630,6349,40
1,NA,Vevoor,Mumbai,540,3888,21
1,Om Prabhu Manohar CHSSeawoods,Seawoods,Mumbai,670,14776,99
2,NA,Dombivali East,Mumbai,819,11599,95
1,Padmawati RudranshPalghar,Palghar,Mumbai,475,3157,15
1,Samrin Sudama RegencyDombivali,Dombivali,Mumbai,560,6250,35
2,Reputed Builder Lodha ParkDombivali,Dombivali,Mumbai,750,5333,40
1,NA,Nalasopara East,Mumbai,237,10970,26
1,Shiv Ganga ApartmentDombivali,Dombivali,Mumbai,340,5735,19.5
1,Si Construction Shanza HeightMira Road East,Mira Road East,Mumbai,620,8387,52
3,Reputed Builder N -OsloThane West,Thane West,Mumbai,1200,14166,170
1,NA,Thane West,Mumbai,502,11852,59.5
1,Siddharth Riverwood ParkDombivali,Dombivali,Mumbai,650,6923,45
3,Hubtown Redwood And RosewoodMira Road East,Mira Road East,Mumbai,1520,11513,175
1,NA,Malad West,Mumbai,310,20000,62
1,NA,Malad West,Mumbai,320,18750,60
1,Saran Ciba SocietyGhatkopar West,Ghatkopar West,Mumbai,350,16714,58.5
1,Vimal ResidencyNala Sopara,Nala Sopara,Mumbai,580,5862,34
1,Vimal ResidencyNala Sopara,Nala Sopara,Mumbai,550,6181,34
2,Alag OliveGhatkopar East,Ghatkopar East,Mumbai,581,19965,116
1,Kanakia Country ParkBorivali East,Borivali East,Mumbai,540,19444,105
1,Sheth Vasant UtsavKandivali East,Kandivali East,Mumbai,560,17321,97
1,NA,Kharghar,Mumbai,600,5000,30
4,NA,Ville Parle East,Mumbai,2300,35869,825
2,Rutu EstateThane West,Thane West,Mumbai,890,10674,95
3,NA,Mumbai Central,Mumbai,2400,25000,600
1,NA,Shelu,Mumbai,520,2500,13
3,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,1269,6698,85
1,NA,Byculla,Mumbai,275,21818,60
1,NA,New Balaji Nagar,Mumbai,565,3362,19
1,Ajmera Yogi DhamKalyan West,Kalyan West,Mumbai,730,7123,52
1,Ekta ParksvilleVirar,Virar,Mumbai,680,3898,26.51
4,Ssakash Bobe Chandralekha CHSLDahisar,Dahisar,Mumbai,1452,21418,311
2,Ssakash Bobe Chandralekha CHSLDahisar,Dahisar,Mumbai,726,21349,155
4,NA,Dahisar East,Mumbai,1974,25329,500
1,NA,Dombivali East,Mumbai,300,5000,15
1,Amit ComplexBadlapur East,Badlapur East,Mumbai,300,6000,18
2,Reputed Builder Golders Green CHSDahisar,Dahisar,Mumbai,1000,17500,175
2,SS Balaji KrishnaDombivali,Dombivali,Mumbai,900,7222,65
1,SS Balaji KrishnaDombivali,Dombivali,Mumbai,610,7377,45
1,NA,Dombivli (West),Mumbai,685,6423,44
1,Sumit GreendaleVirar,Virar,Mumbai,650,5615,36.5
1,NA,Colaba,Mumbai,600,31666,190
1,Reputed Builder Sai Sahawas CHSAndheri West,Andheri West,Mumbai,614,11889,73
2,Raheja SherwoodGoregaon East,Goregaon East,Mumbai,1010,20495,207
2,Satyam MayfairUlwe,Ulwe,Mumbai,1150,11739,135
2,Bhagwati Greens 1Kharghar,Kharghar,Mumbai,1150,4260,49
2,Bhagwati Greens 1Kharghar,Kharghar,Mumbai,1150,7739,89
1,NA,Kharghar,Mumbai,650,3846,25
1,Konnark GardensTaloja,Taloja,Mumbai,670,4179,28
2,Anant ResidencyPanvel,Panvel,Mumbai,577,6897,39.79
2,NA,Andheri East,Mumbai,625,17600,110
1,NA,Kandivali West,Mumbai,591,14043,83
3,Swaraj Homes Gelda DhamGhatkopar West,Ghatkopar West,Mumbai,1008,18849,190
1,Vijay GalaxyThane West,Thane West,Mumbai,665,12030,80
2,NA,Ville Parle East,Mumbai,975,26153,255
3,Paradise Sai SpringKharghar,Kharghar,Mumbai,1725,8695,150
2,Paradise Sai World EmpireKharghar,Kharghar,Mumbai,1250,7120,89
1,NA,Chembur,Mumbai,280,23214,65
3,NA,Panvel,Mumbai,1863,13419,250
1,Narayan Sunil Rane Vakratunda HomesVasind,Vasind,Mumbai,545,4403,24
1,NA,Mulund West,Mumbai,620,15322,95
1,NA,Juhu,Mumbai,680,34558,235
1,NA,Kurla West,Mumbai,220,18181,40
4,NA,Vasai east,Mumbai,1420,9507,134
2,Anant ResidencyPanvel,Panvel,Mumbai,526,6920,36.39
1,Anant ResidencyPanvel,Panvel,Mumbai,410,6951,28.49
1,Anant ResidencyPanvel,Panvel,Mumbai,425,6941,29.49
1,Anant ResidencyPanvel,Panvel,Mumbai,400,6950,27.8
1,Anant ResidencyPanvel,Panvel,Mumbai,300,7000,21
1,Anant ResidencyPanvel,Panvel,Mumbai,240,7083,16.99
1,NA,Santosh Nagar,Mumbai,540,7777,41.99
2,NA,Neral,Mumbai,1290,3643,47
1,Kotak Golden Eye Phase IIIPalghar,Palghar,Mumbai,418,4784,20
2,NA,Virar West,Mumbai,980,4591,44.99
3,Rajesh Raj Torres Phase II Wing A Wing B Wing C Wing D Wing EThane West,Thane West,Mumbai,1532,12402,190
1,NA,Nalasopara East,Mumbai,550,6000,33
1,DB OzoneDahisar,Dahisar,Mumbai,729,6995,51
2,DB OzoneDahisar,Dahisar,Mumbai,1045,7559,79
2,DB OzoneDahisar,Dahisar,Mumbai,1039,7699,80
2,DB OzoneDahisar,Dahisar,Mumbai,1024,7324,75
1,DB OzoneDahisar,Dahisar,Mumbai,720,6944,50
1,DB OzoneDahisar,Dahisar,Mumbai,720,7222,52
2,NA,matunga east,Mumbai,700,21285,149
1,Shree Sai Ashirwad Shree Sai AshirwadDombivali,Dombivali,Mumbai,620,5000,31
1,MHADA Bombay Dyeing MillWadala,Wadala,Mumbai,275,13090,36
1,Lodha Codename Crown JewelThane West,Thane West,Mumbai,366,17486,64
1,NA,Ghatkopar East,Mumbai,225,23111,52
3,Mega Shivom EnclaveSantacruz East,Santacruz East,Mumbai,952,28361,270
1,NA,Dombivali East,Mumbai,690,4492,31
2,NA,Badlapur East,Mumbai,678,5604,38
2,Enso Enso SanzaKandivali East,Kandivali East,Mumbai,670,15671,105
1,Bhagwati Neelkanth HeightsKalamboli,Kalamboli,Mumbai,660,9848,65
1,Vishnu Vatika Wing A And B Phase IBadlapur West,Badlapur West,Mumbai,545,3669,20
1,NA,Bhayandar East,Mumbai,538,7806,42
2,NA,Dahisar West,Mumbai,560,22321,125
1,NA,Ambivli,Mumbai,400,2500,10
2,NA,Goregaon West,Mumbai,970,13402,130
1,NA,Dombivli (West),Mumbai,350,4285,15
1,NA,Navapada,Mumbai,540,4629,25
1,NA,Kurla East,Mumbai,550,18181,100
2,NA,Bhayandar West,Mumbai,1085,7834,85
2,Reputed Builder Garden EstateThane West,Thane West,Mumbai,830,11325,94
2,NA,Mulund West,Mumbai,875,21142,185
1,NA,Dombivali East,Mumbai,470,5744,27
1,NA,Malad West,Mumbai,455,8351,38
1,NA,Taloje,Mumbai,475,6315,30
1,SCGK Royal Castle Building 1 3 4 5Ambernath East,Ambernath East,Mumbai,657,3652,24
2,NA,Girgaon,Mumbai,900,47222,425
2,NA,Greater Khanda,Mumbai,750,6533,49
2,NA,Bandra West,Mumbai,800,40625,325
2,NA,Kalwa,Mumbai,700,10000,70
2,NA,Kharghar,Mumbai,920,5326,49
2,Reputed Builder Hiranandani ComplexKharghar,Kharghar,Mumbai,1150,6869,79
2,NA,Thane West,Mumbai,1085,7834,85
2,NA,Mulund East,Mumbai,900,8888,80
1,Mukta Residency Phase 2Dombivali,Dombivali,Mumbai,650,5846,38
2,S Siddharth Sunshine Tower Phase IMulund West,Mulund West,Mumbai,1208,12417,150
2,NA,Girgaon,Mumbai,550,16363,90
1,DSS Mahavir KalpavrukshaThane West,Thane West,Mumbai,626,10223,64
1,Reputed Builder Dream HomeVichumbe,Vichumbe,Mumbai,700,5714,40
2,NA,Borivali East,Mumbai,985,18781,185
2,Swaraj Homes Sai MannatKaranjade,Karanjade,Mumbai,1150,13043,150
1,Reputed Builder Highland Heritage CHSKandivali West,Kandivali West,Mumbai,410,15365,63
2,Swaraj Homes Rajshree TowerThane West,Thane West,Mumbai,840,14285,120
1,NA,Ambivli,Mumbai,400,2500,10
2,Vinay Unique GardensVirar,Virar,Mumbai,960,5729,55
1,NA,Ambivli,Mumbai,400,2500,10
1,NA,Kurla West,Mumbai,510,12745,65
2,Puraniks Hometown Phase 2Thane West,Thane West,Mumbai,525,10285,54
3,Godrej PrimeChembur,Chembur,Mumbai,1300,24615,320
1,Ashiana LA Arihant HarmonyKarjat,Karjat,Mumbai,375,3149,11.81
1,Ashiana LA Arihant HarmonyKarjat,Karjat,Mumbai,400,3125,12.5
2,Ashiana LA Arihant HarmonyKarjat,Karjat,Mumbai,850,3176,27
2,NA,Shahapur,Mumbai,1500,5000,75
1,NA,Bhayandar West,Mumbai,250,8400,21
2,NA,Kharghar,Mumbai,976,8196,80
2,NA,Ambernath West,Mumbai,500,2500,12.5
2,Divyam ResidencyMalad East,Malad East,Mumbai,1160,2478,28.75
3,NA,Mulund West,Mumbai,910,17582,160
2,NA,Dahisar East,Mumbai,920,15217,140
4,Evershine ClassiqueVasai,Vasai,Mumbai,1700,5117,87
1,Reputed Builder Vijay ApartmentThane West,Thane West,Mumbai,550,4545,25
1,NA,Dombivli (West),Mumbai,485,5500,26.67
1,Space India Blue CrestKaranjade,Karanjade,Mumbai,675,7111,48
3,Suvidha EmeraldDadar West,Dadar West,Mumbai,2300,41304,950
1,Sai Proviso Homes LandscapePanvel,Panvel,Mumbai,700,4000,28
1,Swastik HeightsDombivali,Dombivali,Mumbai,500,5520,27.6
1,NA,Dombivali East,Mumbai,445,5505,24.5
2,Reputed Builder Saket TowersThane West,Thane West,Mumbai,1037,12536,130
2,Nimbeshwar SanskrutiPanvel,Panvel,Mumbai,1000,6200,62
2,NA,Ambernath East,Mumbai,879,3427,30.13
1,NA,Ambernath East,Mumbai,679,3406,23.13
1,NA,Ambernath East,Mumbai,645,3432,22.14
1,NA,Virar East,Mumbai,530,3773,20
1,NA,Kumbharkhan Pada,Mumbai,360,4166,15
3,Shree Developers Platinum TowerKandivali West,Kandivali West,Mumbai,1250,13200,165
1,NA,Panvel,Mumbai,446,8968,40
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
2,Drushti VarunGhatkopar East,Ghatkopar East,Mumbai,770,23376,180
2,Drushti VarunGhatkopar East,Ghatkopar East,Mumbai,770,23376,180
2,Drushti VarunGhatkopar East,Ghatkopar East,Mumbai,770,23376,180
2,Drushti VarunGhatkopar East,Ghatkopar East,Mumbai,770,23376,180
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
2,Lodha Upper ThaneAnjurdive,Anjurdive,Mumbai,660,10000,66
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,3076,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,NA,Dombivali East,Mumbai,578,4325,25
3,Tata New HavenBoisar,Boisar,Mumbai,1200,3325,39.9
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,NA,Andheri East,Mumbai,500,18000,90
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
5,NA,Nerul,Mumbai,2200,18181,400
2,NA,Kandivali West,Mumbai,775,23225,180
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
2,Tharwani ArianaAmbernath West,Ambernath West,Mumbai,960,4166,40
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
2,NA,Vasai West,Mumbai,1125,6577,74
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Fia OrionPalghar,Palghar,Mumbai,530,3820,20.25
2,Ravi Gaurav ExcellencyMira Road East,Mira Road East,Mumbai,1070,7383,79
3,Hubtown Ackruti AsthaNapeansea Road,Napeansea Road,Mumbai,2250,57777,1300
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
2,NA,Neral,Mumbai,1450,5172,75
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,NA,Dombivali East,Mumbai,305,4918,15
1,NA,Dombivali East,Mumbai,305,4918,15
1,NA,Dombivali East,Mumbai,305,4918,15
1,NA,Dombivali East,Mumbai,305,4918,15
1,NA,Dombivli (West),Mumbai,560,5100,28.56
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,3076,20
1,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,3072,20
1,Balaji AvenueUlwe,Ulwe,Mumbai,670,7388,49.5
1,NA,Belapur,Mumbai,550,4545,25
2,NA,Kamothe,Mumbai,1065,9389,100
2,Rutu Rutu River EstateKalyan West,Kalyan West,Mumbai,1075,7162,77
5,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,1249,20
2,Ravi Gaurav CityMira Road East,Mira Road East,Mumbai,850,5635,47.9
